"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","School"
"2209",68,2001,9543,2,2007,190550,845,845,"CollgCr","Edwards"
"2210",68,2002,8935,7,2009,195000,831,831,"CollgCr","Edwards"
"2211",NA,2000,8826,7,2007,217500,985,985,"CollgCr","Edwards"
"2212",67,2002,9808,3,2009,227000,1573,1573,"CollgCr","Edwards"
"2213",72,2003,10665,6,2007,226000,1453,1479,"CollgCr","Edwards"
"2214",88,2002,12803,9,2008,221000,1494,1494,"CollgCr","Edwards"
"2215",72,2003,11317,9,2007,180000,840,840,"CollgCr","Edwards"
"2216",79,2001,12420,6,2009,230000,944,944,"CollgCr","Edwards"
"2217",80,2001,12435,5,2008,231500,963,963,"CollgCr","Edwards"
"2218",67,2001,16285,6,2009,187100,1413,1430,"CollgCr","Edwards"
"2219",65,2002,14006,2,2006,192500,936,936,"CollgCr","Edwards"
"2220",65,2002,10739,4,2009,203000,1431,1444,"CollgCr","Edwards"
"2221",118,2001,13704,1,2006,205000,1541,1541,"CollgCr","Edwards"
"2222",75,2000,12192,5,2008,235000,928,928,"CollgCr","Edwards"
"2223",68,2001,11250,9,2008,223500,920,920,"CollgCr","Edwards"
"2224",75,2001,11166,7,2009,201000,1492,1492,"CollgCr","Edwards"
"2225",NA,1975,9200,7,2008,130250,938,938,"CollgCr","Edwards"
"2226",97,1974,11800,8,2007,131000,864,894,"CollgCr","Edwards"
"2227",55,1976,10780,7,2006,132500,911,954,"CollgCr","Edwards"
"2228",59,1976,8660,7,2007,153500,1015,1025,"CollgCr","Edwards"
"2229",60,1978,8430,8,2009,124000,1040,1040,"CollgCr","Edwards"
"2230",72,1977,9720,6,2007,160000,995,1009,"CollgCr","Edwards"
"2231",45,1977,8982,1,2007,134900,1040,1040,"CollgCr","Edwards"
"2232",38,1977,15240,6,2010,150000,1026,1026,"CollgCr","Edwards"
"2233",NA,1977,10900,3,2010,161750,689,689,"CollgCr","Edwards"
"2234",75,1976,10650,2,2010,128200,894,894,"CollgCr","Edwards"
"2235",65,1977,8385,11,2008,149900,985,985,"CollgCr","Edwards"
"2236",50,1977,8340,12,2006,157500,675,686,"CollgCr","Edwards"
"2237",NA,1978,16269,7,2009,140000,907,907,"CollgCr","Edwards"
"2238",42,1978,10385,4,2006,174000,995,1282,"CollgCr","Edwards"
"2239",76,1979,6950,10,2009,134900,914,914,"CollgCr","Edwards"
"2240",NA,1978,12250,5,2008,158000,864,1174,"CollgCr","Edwards"
"2241",61,1977,8800,9,2009,150500,1040,1040,"CollgCr","Edwards"
"2242",NA,1978,7000,7,2009,136500,864,864,"CollgCr","Edwards"
"2243",39,1977,16300,1,2007,130000,876,907,"CollgCr","Edwards"
"2244",NA,1977,9286,10,2009,143500,1268,1268,"CollgCr","Edwards"
"2245",69,1969,9920,5,2006,128500,971,971,"CollgCr","Edwards"
"2246",NA,1978,10970,10,2008,147000,940,1026,"CollgCr","Edwards"
"2247",NA,1975,9216,9,2008,143195,1076,1076,"CollgCr","Edwards"
"2248",75,1975,9675,9,2007,120000,864,879,"CollgCr","Edwards"
"2249",40,1975,14330,8,2008,163000,864,1558,"CollgCr","Edwards"
"2250",120,1972,9560,6,2006,128500,864,864,"CollgCr","Edwards"
"2251",70,1972,9800,7,2006,149900,894,894,"CollgCr","Edwards"
"2252",70,1972,7700,3,2007,112500,882,882,"CollgCr","Edwards"
"2253",68,1972,7480,6,2010,127000,876,876,"CollgCr","Edwards"
"2254",88,1975,7990,4,2008,110000,924,924,"CollgCr","Edwards"
"2255",120,1975,10356,1,2007,122000,969,969,"CollgCr","Edwards"
"2256",36,1972,15523,8,2009,133500,864,864,"CollgCr","Edwards"
"2257",60,1972,7180,5,2008,127000,864,864,"CollgCr","Edwards"
"2258",60,1972,7200,9,2007,127000,864,864,"CollgCr","Edwards"
"2259",60,1972,7200,9,2009,123000,894,894,"CollgCr","Edwards"
"2260",60,1972,7200,3,2006,119900,864,864,"CollgCr","Edwards"
"2261",60,1972,7200,10,2007,117000,385,875,"CollgCr","Edwards"
"2262",60,1972,7200,4,2009,133900,768,768,"CollgCr","Edwards"
"2263",70,1972,8445,3,2009,133000,768,768,"CollgCr","Edwards"
"2264",60,1972,7200,1,2008,124900,780,780,"CollgCr","Edwards"
"2265",NA,1993,3612,6,2006,137000,630,630,"Landmrk","Edwards"
"2266",75,2002,9742,9,2008,230000,1777,1795,"CollgCr","Edwards"
"2267",80,2003,10389,5,2010,318000,1978,1978,"CollgCr","Edwards"
"2268",80,2004,10386,7,2007,305900,2000,2000,"CollgCr","Edwards"
"2269",90,2002,11664,9,2009,250000,1569,1611,"CollgCr","Edwards"
"2270",75,2002,9473,3,2008,237000,1128,1128,"CollgCr","Edwards"
"2271",90,2002,11367,11,2006,255000,1065,1091,"CollgCr","Edwards"
"2272",NA,2002,9375,8,2007,228500,1284,1284,"CollgCr","Edwards"
"2273",NA,2002,9930,7,2006,222000,826,878,"CollgCr","Edwards"
"2274",NA,2003,12334,6,2009,254750,1068,1068,"CollgCr","Edwards"
"2275",NA,2001,11423,5,2010,272000,1581,1601,"CollgCr","Edwards"
"2276",NA,2000,11354,1,2007,270000,1673,1673,"CollgCr","Edwards"
"2277",NA,2001,11838,6,2009,236500,1753,1788,"CollgCr","Edwards"
"2278",NA,2001,11885,11,2009,261500,1299,1299,"CollgCr","Edwards"
"2279",NA,2000,10316,6,2008,235000,992,992,"CollgCr","Edwards"
"2280",NA,2001,10400,6,2008,230500,1257,1290,"CollgCr","Edwards"
"2281",NA,2000,11050,5,2009,313000,1440,1476,"CollgCr","Edwards"
"2282",73,1999,9066,12,2008,230000,1004,1004,"CollgCr","Edwards"
"2283",45,1999,9468,8,2006,214000,840,840,"CollgCr","Edwards"
"2284",75,1998,11404,7,2008,222500,1153,1153,"CollgCr","Edwards"
"2285",NA,2002,11088,6,2006,220000,1348,1358,"CollgCr","Edwards"
"2286",NA,2001,9240,9,2008,287000,1055,1055,"CollgCr","Edwards"
"2287",NA,2001,9720,1,2008,274000,1357,1366,"CollgCr","Edwards"
"2288",NA,2001,14781,8,2006,275000,1753,1787,"CollgCr","Edwards"
"2289",NA,2002,14860,6,2008,300000,1778,1786,"CollgCr","Edwards"
"2290",NA,2002,11250,5,2008,255900,1128,1149,"CollgCr","Edwards"
"2291",70,2002,8749,11,2009,198500,840,840,"CollgCr","Edwards"
"2292",70,2002,8749,9,2007,192000,1459,1459,"CollgCr","Edwards"
"2293",70,2003,8749,6,2007,213000,979,992,"CollgCr","Edwards"
"2294",65,2002,8158,8,2007,200000,860,860,"CollgCr","Edwards"
"2295",65,2003,8158,7,2008,224900,884,884,"CollgCr","Edwards"
"2296",44,2003,9548,1,2010,237000,941,941,"CollgCr","Edwards"
"2297",41,2003,10905,8,2008,240000,1129,1129,"CollgCr","Edwards"
"2298",72,2003,7226,6,2008,183000,798,798,"CollgCr","Edwards"
"2299",70,2002,8726,9,2006,197000,872,872,"CollgCr","Edwards"
"2300",NA,2001,11250,5,2009,211000,944,944,"CollgCr","Edwards"
"2301",NA,2002,8125,2,2006,230000,1654,1654,"CollgCr","Edwards"
"2302",96,1999,11690,6,2008,207000,850,886,"CollgCr","Edwards"
"2303",66,1998,16226,5,2007,267000,1028,1210,"CollgCr","Edwards"
"2304",67,1999,10566,7,2006,268500,1090,1090,"CollgCr","Edwards"
"2305",90,1999,15750,6,2009,220000,1462,1513,"CollgCr","Edwards"
"2306",NA,1996,21533,8,2006,210900,1065,1065,"CollgCr","Edwards"
"2307",73,1994,11927,6,2007,228000,1556,1592,"CollgCr","Edwards"
"2308",73,1996,11883,6,2009,203000,1504,1504,"CollgCr","Edwards"
"2309",NA,2002,12782,6,2009,279500,1822,1828,"CollgCr","Edwards"
"2310",NA,2001,12728,1,2007,275000,1531,1531,"CollgCr","Edwards"
"2311",75,1997,9375,4,2010,240000,1040,1044,"CollgCr","Edwards"
"2312",NA,1996,15295,6,2007,211000,860,1212,"CollgCr","Edwards"
"2313",90,2002,11248,7,2007,285000,1626,1668,"CollgCr","Edwards"
"2314",70,1997,8750,8,2009,210000,1417,1417,"CollgCr","Edwards"
"2315",90,1998,11250,5,2006,227000,1054,1070,"CollgCr","Edwards"
"2316",NA,1997,9375,2,2009,219500,1057,1057,"CollgCr","Edwards"
"2317",80,1995,10000,12,2007,240000,1220,1220,"CollgCr","Edwards"
"2318",70,1996,8750,7,2009,191000,880,909,"CollgCr","Edwards"
"2319",70,1994,8750,7,2008,210000,915,933,"CollgCr","Edwards"
"2320",90,1995,11250,7,2006,237000,930,950,"CollgCr","Edwards"
"2321",75,1998,9750,6,2006,274300,1108,1108,"CollgCr","Edwards"
"2322",48,1998,12137,5,2010,224900,1649,1661,"CollgCr","Edwards"
"2323",70,2001,9100,6,2009,178000,1212,1212,"CollgCr","Edwards"
"2324",70,2004,9100,10,2006,216837,1860,1836,"CollgCr","Edwards"
"2325",75,2000,9750,10,2009,213000,1630,1630,"CollgCr","Edwards"
"2326",36,2003,4435,11,2007,131500,848,848,"CollgCr","Edwards"
"2327",37,2003,4435,3,2008,136500,848,848,"CollgCr","Edwards"
"2328",37,2003,4435,4,2006,133000,848,848,"CollgCr","Edwards"
"2329",NA,2003,4435,4,2010,143750,848,848,"CollgCr","Edwards"
"2330",NA,2003,4435,6,2009,144000,848,848,"CollgCr","Edwards"
"2331",NA,2003,4435,5,2009,140000,848,848,"CollgCr","Edwards"
"2332",37,2004,4435,5,2006,155900,848,848,"CollgCr","Edwards"
"2333",NA,2004,4426,5,2010,143000,848,848,"CollgCr","Edwards"
"2334",NA,2004,4426,2,2008,145000,848,848,"CollgCr","Edwards"
"2335",120,2006,15611,7,2006,233230,1079,1079,"CollgCr","Edwards"
"2336",75,1997,13125,4,2008,208900,1478,1493,"CollgCr","Edwards"
"2337",73,1999,17227,1,2007,246900,1341,1341,"CollgCr","Edwards"
"2338",83,1997,10126,7,2008,185000,1838,1838,"CollgCr","Edwards"
"2339",70,2003,8810,3,2006,207000,1390,1390,"CollgCr","Edwards"
"2340",65,2003,8200,7,2007,219500,847,847,"CollgCr","Edwards"
"2341",41,2004,12393,9,2006,195000,847,847,"CollgCr","Edwards"
"2342",48,2003,10635,5,2010,232000,1657,1668,"CollgCr","Edwards"
"2343",70,2002,9135,12,2008,214000,1536,1536,"CollgCr","Edwards"
"2344",70,2003,9135,5,2006,200000,1682,1700,"CollgCr","Edwards"
"2345",65,2003,8450,10,2007,185000,1337,1337,"CollgCr","Edwards"
"2346",65,2003,8450,2,2008,208500,856,856,"CollgCr","Edwards"
"2347",70,2007,8145,6,2007,179400,738,738,"CollgCr","Edwards"
"2348",74,2006,8581,8,2006,203160,851,851,"CollgCr","Edwards"
"2349",79,2006,9245,4,2007,213500,939,939,"CollgCr","Edwards"
"2350",70,2004,8400,5,2010,213000,1473,1484,"CollgCr","Edwards"
"2351",70,2005,8400,3,2006,195800,784,784,"CollgCr","Edwards"
"2352",84,2005,10084,7,2006,212900,1552,1552,"CollgCr","Edwards"
"2353",85,2007,10200,1,2009,293200,1578,1602,"CollgCr","Edwards"
"2354",89,2004,11645,8,2006,196500,860,860,"CollgCr","Edwards"
"2355",65,2004,9313,4,2009,190000,864,864,"CollgCr","Edwards"
"2356",75,2004,9750,6,2008,186500,1445,1445,"CollgCr","Edwards"
"2357",65,2004,8450,4,2008,210000,1436,1436,"CollgCr","Edwards"
"2358",64,2004,8320,9,2008,185900,770,770,"CollgCr","Edwards"
"2359",85,2007,11049,1,2008,179900,1234,1234,"CollgCr","Edwards"
"2360",63,2004,8487,8,2009,190000,1500,1500,"CollgCr","Edwards"
"2361",65,2004,8773,5,2010,185500,1414,1414,"CollgCr","Edwards"
"2362",65,2005,8772,9,2006,198000,1336,1336,"CollgCr","Edwards"
"2363",63,2004,8500,11,2007,179600,1422,1422,"CollgCr","Edwards"
"2364",65,2005,8769,10,2007,173500,1169,1190,"CollgCr","Edwards"
"2365",64,2005,8633,2,2009,173500,738,738,"CollgCr","Edwards"
"2366",85,2007,11058,2,2008,218836,1564,1564,"CollgCr","Edwards"
"2367",68,2005,8846,8,2006,173900,750,750,"CollgCr","Edwards"
"2368",74,2007,9627,6,2008,193000,1351,1361,"CollgCr","Edwards"
"2369",85,2007,11069,7,2009,170000,608,608,"CollgCr","Edwards"
"2370",64,2006,8334,7,2007,167840,1330,1330,"CollgCr","Edwards"
"2371",64,2006,8333,5,2007,168675,738,738,"CollgCr","Edwards"
"2372",65,2005,8461,7,2006,163990,728,728,"CollgCr","Edwards"
"2373",63,2005,8199,10,2008,189000,728,728,"CollgCr","Edwards"
"2374",65,2005,8767,7,2006,164990,1310,1310,"CollgCr","Edwards"
"2375",64,2005,9045,6,2007,167000,768,768,"CollgCr","Edwards"
"2376",NA,2004,4426,5,2008,149300,848,848,"CollgCr","Edwards"
"2377",NA,2004,4426,5,2008,141000,848,848,"CollgCr","Edwards"
"2378",NA,2004,4438,1,2008,149000,848,848,"CollgCr","Edwards"
"2379",NA,2004,4438,6,2008,144500,848,848,"CollgCr","Edwards"
"2380",67,1910,8777,10,2006,98000,676,760,"Edwards","Edwards"
"2381",67,1910,8777,5,2008,85000,796,796,"Edwards","Edwards"
"2382",67,1900,8777,9,2008,145900,1272,1272,"Edwards","Edwards"
"2383",67,1949,8777,5,2009,108000,0,1126,"Edwards","Edwards"
"2384",67,1945,8777,4,2010,84900,0,640,"Edwards","Edwards"
"2385",70,1965,9170,4,2007,140000,1214,1214,"Edwards","Edwards"
"2386",68,1954,8842,1,2010,155891,381,992,"Edwards","Edwards"
"2387",75,1965,9825,5,2010,100000,0,1664,"Edwards","Edwards"
"2388",75,1966,9825,4,2008,123000,1092,1092,"Edwards","Edwards"
"2389",75,1967,9825,8,2007,118500,936,936,"Edwards","Edwards"
"2390",60,1968,10044,6,2010,144000,1196,1196,"Edwards","Edwards"
"2391",75,1965,9937,6,2008,147500,1256,1256,"Edwards","Edwards"
"2392",75,1964,9937,3,2009,167000,1486,1486,"Edwards","Edwards"
"2393",67,1938,8877,5,2009,100000,816,816,"Edwards","Middle"
"2394",89,1948,11792,6,2010,64000,744,792,"Edwards","Middle"
"2395",134,1959,17755,11,2006,149900,1466,1466,"Edwards","Middle"
"2396",67,1951,8877,4,2006,102000,836,1220,"Edwards","Middle"
"2397",67,1963,8308,6,2007,110000,1088,1088,"Edwards","Middle"
"2398",64,1976,12102,4,2008,165000,456,1033,"Edwards","Middle"
"2399",65,1976,6500,5,2008,135000,1127,1127,"Edwards","Middle"
"2400",38,1975,7840,10,2006,127500,976,1012,"Edwards","Middle"
"2401",35,1975,9400,10,2006,127500,945,980,"Edwards","Middle"
"2402",65,1975,6305,6,2010,125200,1008,1096,"Edwards","Middle"
"2403",73,1965,10921,5,2007,94750,960,960,"Edwards","Middle"
"2404",73,1969,16133,12,2006,119900,1176,1176,"Edwards","Middle"
"2405",74,1925,16287,7,2007,122000,901,901,"Edwards","Middle"
"2406",80,1960,8240,6,2007,110000,1179,1179,"Edwards","Middle"
"2407",81,1990,11841,5,2007,118500,816,816,"Edwards","Middle"
"2408",63,1940,13907,7,2008,108000,996,996,"Edwards","Middle"
"2409",90,1972,10012,4,2008,137500,1138,1181,"Edwards","Middle"
"2410",64,2003,7301,7,2009,198500,0,495,"Edwards","Middle"
"2411",62,2003,7162,5,2006,196500,796,806,"Edwards","Middle"
"2412",60,2003,6931,7,2008,165400,746,760,"Edwards","Middle"
"2413",75,2002,8050,4,2006,117250,914,914,"Edwards","Middle"
"2414",NA,1977,9638,11,2008,147000,1029,1117,"Edwards","Middle"
"2415",75,1977,7950,7,2009,159500,690,698,"Edwards","Middle"
"2416",80,1960,10682,7,2009,127000,1014,1149,"Edwards","Middle"
"2417",65,1976,6285,4,2007,133500,960,1044,"Edwards","Middle"
"2418",NA,1976,7917,5,2007,148000,1143,1113,"Edwards","Middle"
"2419",94,1976,7819,3,2010,107000,1029,1117,"Edwards","Middle"
"2420",72,1976,7200,10,2009,125000,1041,1125,"Edwards","Middle"
"2421",72,1976,7200,2,2008,160500,684,684,"Edwards","Middle"
"2422",NA,1979,9555,2,2007,141000,0,1100,"Edwards","Middle"
"2423",74,2006,8536,4,2007,155000,1125,1125,"Edwards","Middle"
"2424",60,2005,7024,6,2008,176000,1132,1132,"Edwards","Middle"
"2425",60,2005,7024,6,2007,157000,1090,1090,"Edwards","Middle"
"2426",60,2005,7023,5,2007,171500,734,734,"Edwards","Middle"
"2427",86,2007,13286,2,2009,320000,1698,1698,"Edwards",NA
"2428",123,1959,47007,7,2008,284700,0,3820,"Edwards","Middle"
"2429",128,2008,39290,10,2007,183850,5095,5095,"Edwards","Middle"
"2430",130,2007,40094,10,2007,184750,3138,3138,"Edwards","Middle"
"2431",313,2008,63887,1,2008,160000,6110,4692,"Edwards","Middle"
"2432",90,2003,11060,2,2006,229000,1150,1164,"Edwards","Middle"
"2433",35,2005,3675,6,2008,148000,547,1072,"Edwards","Middle"
"2434",35,2005,3675,5,2007,140000,547,1072,"Edwards","Middle"
"2435",35,2005,3675,5,2006,145000,547,1072,"Edwards","Middle"
"2436",35,2005,3675,6,2006,140000,547,1072,"Edwards","Middle"
"2437",35,2005,3675,4,2009,145500,547,1072,"Edwards","Middle"
"2438",35,2005,3675,10,2006,142500,547,1072,"Edwards","Middle"
"2439",24,2004,2522,5,2006,134000,970,970,"Edwards","Middle"
"2440",24,2004,2522,5,2006,130000,970,970,"Edwards","Middle"
"2441",24,2004,2522,4,2006,130000,970,970,"Edwards","Middle"
"2442",24,2004,2522,4,2006,137500,970,970,"Edwards","Middle"
"2443",32,2004,3363,4,2006,130000,976,976,"Edwards","Middle"
"2444",50,1947,9405,6,2009,118000,698,698,"Edwards","Middle"
"2445",65,1955,6040,6,2008,82000,0,1152,"Edwards","Middle"
"2446",65,1955,6012,6,2008,82000,0,1152,"Edwards","Middle"
"2447",92,1955,12108,9,2008,118000,1440,1440,"Edwards","Middle"
"2448",64,1959,6410,3,2009,85000,876,876,"Edwards","Middle"
"2449",64,1958,6410,5,2010,90000,960,960,"Edwards","Middle"
"2450",64,1959,6400,12,2007,131750,960,960,"Edwards","Middle"
"2451",74,1955,6845,7,2008,82500,0,1152,"Edwards","Middle"
"2452",74,1955,6882,9,2007,61500,0,1152,"Edwards","Middle"
"2453",80,2003,8546,3,2010,140000,1121,1121,"Edwards","Middle"
"2454",56,1955,6931,5,2008,91900,784,784,"Edwards","Middle"
"2455",56,1948,6956,4,2006,97900,624,624,"Edwards","Middle"
"2456",75,1954,10215,2,2007,111000,864,948,"Edwards","Middle"
"2457",70,1950,11767,6,2009,120000,1078,1368,"Edwards","Middle"
"2458",52,1946,8741,7,2007,98500,1195,1195,"Edwards","Middle"
"2459",52,1945,8741,4,2010,113000,735,798,"Edwards","Middle"
"2460",50,1945,8405,4,2009,98000,0,1088,"Edwards","Middle"
"2461",60,1938,12180,1,2008,120000,585,585,"Edwards","Middle"
"2462",60,1941,12180,7,2010,80000,672,672,"Edwards","Middle"
"2463",70,1931,4270,5,2007,79000,544,774,"Edwards","Middle"
"2464",72,1915,7822,5,2006,92000,832,846,"Edwards","Middle"
"2465",62,1924,8707,5,2006,107000,1093,1093,"Edwards","Middle"
"2466",58,1910,8410,5,2006,81000,658,658,"Edwards","Middle"
"2467",62,1920,10042,8,2007,108500,660,740,"Edwards","Middle"
"2468",60,1924,9738,3,2006,104900,784,949,"Edwards","Middle"
"2469",56,1922,4060,7,2009,99900,864,864,"Edwards","Middle"
"2470",74,1952,10206,7,2009,82000,0,944,"Edwards","Middle"
"2471",57,1947,8050,4,2008,96000,0,929,"Edwards","Middle"
"2472",68,1953,9520,5,2008,99000,911,930,"Edwards","Middle"
"2473",68,1954,9450,5,2007,110000,894,894,"Edwards","Middle"
"2474",65,1959,10926,8,2009,119900,1678,1678,"Edwards","Middle"
"2475",70,1910,11767,5,2007,112000,560,796,"Edwards","Middle"
"2476",70,1956,11767,5,2009,103500,1150,1560,"Edwards","Middle"
"2477",70,1946,11767,5,2008,130500,768,768,"Edwards","Middle"
"2478",60,1954,8172,5,2008,135000,941,997,"Edwards","Middle"
"2479",60,1955,8172,7,2007,125000,768,768,"Edwards","Middle"
"2480",60,1955,8172,4,2006,115000,864,864,"Edwards","Middle"
"2481",60,1955,8172,10,2007,79275,864,864,"Edwards","Middle"
"2482",59,1955,16466,4,2008,135500,816,872,"Edwards","Middle"
"2483",60,1954,16012,10,2006,125000,954,1482,"Edwards","Middle"
"2484",68,1957,8562,5,2010,144500,1216,1526,"Edwards","Middle"
"2485",62,1954,7692,11,2008,100000,416,1204,"Edwards","Middle"
"2486",NA,1956,8926,10,2009,112000,672,960,"Edwards","Middle"
"2487",60,1954,8190,10,2007,119000,948,948,"Edwards","Middle"
"2488",67,1924,4853,5,2010,104000,1107,1296,"SWISU","Middle"
"2489",66,1915,6858,5,2010,128000,806,841,"SWISU","Middle"
"2490",67,1923,5142,6,2008,108000,949,949,"Edwards","Middle"
"2491",67,1925,5604,4,2008,98000,864,864,"Edwards","Middle"
"2492",67,1920,12354,8,2009,110000,684,684,"Edwards","Middle"
"2493",45,1918,8248,7,2006,116000,686,686,"Edwards","Middle"
"2494",45,1914,8248,9,2008,67000,864,864,"Edwards","Middle"
"2495",45,1914,8212,6,2010,58500,864,864,"Edwards","Middle"
"2496",45,1922,8248,9,2006,83000,864,964,"Edwards","Middle"
"2497",45,1941,8212,9,2009,122000,720,854,"Edwards","Middle"
"2498",60,1941,10998,7,2009,117000,984,984,"Edwards","Middle"
"2499",55,1912,5687,3,2008,135900,780,936,"SWISU","Middle"
"2500",60,1912,6204,3,2006,118500,795,954,"SWISU","Middle"
"2501",60,1922,8088,2,2006,35000,498,498,"Edwards","Middle"
"2502",76,1910,11388,9,2006,121000,616,1055,"Edwards","Middle"
"2503",70,1938,6300,7,2009,160000,832,832,"SWISU","Middle"
"2504",55,1932,4500,7,2009,159434,793,848,"SWISU",NA
"2505",NA,1916,7082,7,2006,160000,686,948,"SWISU","High"
"2506",NA,1925,12155,3,2008,140000,672,810,"SWISU","Middle"
"2507",60,1940,8400,6,2006,140000,940,1192,"SWISU","Middle"
"2508",60,1939,8400,7,2008,179500,720,1052,"SWISU","Middle"
"2509",60,1920,8400,1,2009,60000,290,438,"SWISU","Middle"
"2510",60,1925,8400,6,2008,136500,1181,1390,"SWISU","Middle"
"2511",60,1914,10896,3,2007,200000,1440,1440,"SWISU","Middle"
"2512",50,1924,5000,5,2010,127000,1026,1026,"SWISU","Middle"
"2513",NA,1939,7890,3,2010,126000,856,856,"SWISU","Middle"
"2514",60,1923,10890,1,2007,150000,1296,1296,"SWISU","Middle"
"2515",60,1938,10890,7,2006,137000,1058,1058,"SWISU","Middle"
"2516",60,1967,7200,2,2010,160000,0,862,"SWISU","Middle"
"2517",60,1921,7290,4,2008,168000,1228,1424,"SWISU","Middle"
"2518",60,1940,9900,7,2009,139500,778,944,"SWISU","Middle"
"2519",102,1920,15863,8,2009,197000,824,1687,"SWISU","Middle"
"2520",55,1911,8525,11,2008,130000,940,1024,"SWISU","High"
"2521",58,1945,6430,7,2006,128000,780,816,"SWISU","High"
"2522",51,1931,9839,5,2010,100000,894,894,"SWISU","High"
"2523",51,1921,9842,5,2008,189000,612,990,"SWISU","High"
"2524",50,1919,9638,3,2010,169000,804,1699,"SWISU","High"
"2525",43,1926,7000,5,2006,160000,624,743,"SWISU","High"
"2526",43,1935,5707,3,2009,105000,583,647,"SWISU","High"
"2527",96,1914,13132,7,2006,138887,747,892,"Crawfor","High"
"2528",55,1923,10592,8,2007,165000,602,900,"Crawfor","High"
"2529",55,1926,10594,6,2007,96500,768,789,"Crawfor","High"
"2530",69,1920,4899,6,2006,149000,755,755,"SWISU","Middle"
"2531",60,1926,6000,6,2006,102000,1008,1008,"SWISU","Middle"
"2532",65,1928,7804,12,2009,135000,1122,1328,"SWISU","Middle"
"2533",64,1930,7804,7,2008,161900,960,960,"SWISU","Middle"
"2534",54,1926,7223,4,2007,136500,1290,1422,"Crawfor","High"
"2535",51,1921,6821,8,2007,146500,651,759,"Crawfor","High"
"2536",64,1916,8574,10,2009,147500,816,1232,"Crawfor","High"
"2537",66,1926,8969,7,2008,145000,644,672,"Crawfor","High"
"2538",79,1922,11526,9,2008,191000,588,1423,"Crawfor","High"
"2539",51,1925,6171,10,2009,137450,976,1160,"SWISU","Middle"
"2540",60,1937,7200,6,2007,175000,731,981,"SWISU","High"
"2541",60,1936,7200,4,2009,155000,560,575,"SWISU","High"
"2542",63,1915,15576,3,2008,177000,840,840,"Crawfor","High"
"2543",63,1930,4000,6,2007,148500,531,567,"Crawfor","High"
"2544",53,1921,6720,4,2007,141500,585,851,"Crawfor","High"
"2545",63,1914,15564,1,2008,147500,676,676,"Crawfor","High"
"2546",57,1928,7558,3,2009,177000,896,1172,"Crawfor","Middle"
"2547",54,1919,9399,9,2006,167000,818,818,"Crawfor","Middle"
"2548",52,1928,6292,8,2009,145000,861,877,"SWISU","Middle"
"2549",52,1930,6292,4,2008,91000,768,790,"SWISU","Middle"
"2550",53,1918,7155,5,2009,137000,600,628,"Crawfor","High"
"2551",54,1925,7609,6,2008,231000,798,798,"Crawfor","High"
"2552",54,1920,7588,7,2006,200100,793,901,"Crawfor","High"
"2553",55,1918,7642,6,2007,189950,912,912,"Crawfor","High"
"2554",53,1926,7155,7,2007,135000,686,686,"Crawfor","High"
"2555",53,1941,7128,8,2007,164000,918,918,"Crawfor","High"
"2556",40,1913,4280,3,2007,90350,440,694,"Crawfor","High"
"2557",53,1910,5362,11,2007,139000,661,661,"Crawfor","Middle"
"2558",84,1939,10164,7,2006,131000,992,992,"SWISU","Middle"
"2559",51,1941,6191,11,2006,112000,824,824,"SWISU","Middle"
"2560",51,1936,10480,3,2008,115000,1064,1166,"SWISU","Middle"
"2561",50,1938,6305,6,2007,119750,920,954,"Crawfor","Middle"
"2562",53,1926,10918,6,2009,234000,1276,1276,"Crawfor","High"
"2563",82,1946,7136,8,2007,145000,979,979,"Crawfor","High"
"2564",82,1949,6270,8,2007,145000,1001,1001,"Crawfor","High"
"2565",NA,1923,9650,6,2008,138000,784,819,"Crawfor","High"
"2566",60,1931,7200,2,2008,149000,776,851,"Crawfor","High"
"2567",60,1940,13680,2,2009,205000,840,840,"Crawfor","High"
"2568",60,1927,7230,10,2007,238000,851,867,"Crawfor","High"
"2569",126,1951,13108,6,2007,153500,0,1226,"Crawfor","High"
"2570",60,1915,9550,2,2006,140000,756,961,"Crawfor","High"
"2571",66,1920,21780,9,2006,195000,817,940,"Crawfor","High"
"2572",86,1918,22420,11,2007,239000,1370,1370,"Crawfor","High"
"2573",NA,1929,11435,6,2006,230000,792,792,"Crawfor","High"
"2574",80,1940,12400,2,2006,194000,901,1125,"Crawfor","High"
"2575",NA,1942,7500,11,2009,177500,771,753,"Crawfor","High"
"2576",78,1934,12168,9,2007,359100,965,1940,"Crawfor","High"
"2577",74,1934,11988,8,2008,188700,715,849,"Crawfor","High"
"2578",130,1940,9600,6,2009,160000,728,976,"Crawfor","High"
"2579",110,1930,7810,11,2007,188000,930,1230,"Crawfor","High"
"2580",NA,1937,11700,7,2008,198000,942,1265,"Crawfor","High"
"2581",NA,1938,9260,3,2008,110000,884,932,"Crawfor","High"
"2582",80,1960,14680,6,2009,155000,1273,1273,"Crawfor","High"
"2583",80,1921,13360,8,2009,163500,876,964,"Crawfor","High"
"2584",54,1921,7681,7,2009,154900,731,820,"Crawfor","High"
"2585",NA,1940,8145,7,2009,205000,920,1240,"Crawfor","High"
"2586",80,1922,11600,7,2006,137500,700,1180,"Crawfor","High"
"2587",NA,1932,11275,3,2007,220000,854,1096,"Crawfor","High"
